Season,Time_day,Price,Heat_demand
0,0,40,20
0,0,40,20
0,0,40,20
0,0,20,20
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,60,40
0,2,60,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,3,40,20
0,0,40,20
0,0,40,20
0,0,40,20
0,0,40,20
0,0,20,20
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,20
0,2,40,20
0,2,40,40
0,2,40,40
0,2,40,40
0,3,60,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,3,40,20
0,0,40,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,1,20,40
0,1,20,20
0,1,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,3,40,20
0,3,40,20
0,3,60,20
0,3,60,20
0,3,40,20
0,3,40,20
0,0,40,20
0,0,40,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,40,20
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,3,40,40
0,3,40,40
0,3,40,20
0,3,40,20
0,3,40,20
0,3,40,20
0,0,40,20
0,0,40,20
0,0,40,20
0,0,20,20
0,0,20,20
0,0,40,20
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,3,40,20
0,3,40,20
0,3,40,20
0,0,40,20
0,0,40,20
0,0,40,20
0,0,40,20
0,0,40,20
0,0,40,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,3,40,20
0,3,40,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,60,20
0,3,40,20
0,3,40,20
0,3,40,20
0,3,40,20
0,3,40,20
0,3,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,40,20
0,2,60,20
0,3,40,20
0,3,40,20
0,3,40,20
0,3,40,20
0,3,40,20
0,3,40,20
0,0,40,20
0,0,40,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,40,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,20
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,3,40,20
0,0,40,20
0,0,40,20
0,0,40,20
0,0,20,20
0,0,40,40
0,0,40,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,0,40,40
0,0,40,40
0,0,40,40
0,0,40,40
0,0,40,40
0,0,40,40
0,1,40,40
0,1,40,40
0,1,60,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,60,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,40
0,0,40,40
0,0,40,40
0,0,40,40
0,0,40,40
0,0,40,40
0,1,40,40
0,1,40,40
0,1,60,40
0,2,60,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,60,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,40
0,0,40,40
0,0,40,40
0,0,40,40
0,0,40,40
0,0,40,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,40,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,40
0,0,40,40
0,0,20,40
0,0,40,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,20,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,60,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,40
0,0,40,40
0,0,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,40
0,0,20,40
0,0,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,60,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,40
0,0,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,20,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,20,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,20,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,20,40
0,2,20,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,0,40,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,40,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,60,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,40
0,0,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,60,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,20,40
0,2,20,40
0,2,20,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,20,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,20,40
0,2,20,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,20,40
0,2,20,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,3,40,40
0,3,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,0,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,40
0,0,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,40,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,40
0,0,40,40
0,0,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,40
0,0,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,40,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,40
0,0,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,40,20
0,0,40,20
0,0,40,40
0,0,20,40
0,0,20,40
0,0,40,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,20,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,0,40,20
0,0,40,20
0,0,40,20
0,0,20,20
0,0,20,40
0,0,40,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,60,40
0,3,60,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,0,40,20
0,0,40,20
0,0,40,20
0,0,40,20
0,0,40,40
0,0,40,40
0,1,40,40
0,1,60,40
0,1,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,3,60,40
0,3,60,40
0,3,40,40
0,3,40,40
0,3,40,20
0,3,40,20
0,0,40,20
0,0,40,20
0,0,40,20
0,0,40,20
0,0,40,40
0,0,40,40
0,1,40,40
0,1,60,40
0,1,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,40,40
0,2,60,40
0,2,60,40
0,3,60,40
0,3,60,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,0,40,20
0,0,40,20
0,0,40,20
0,0,40,40
0,0,40,40
0,0,40,40
0,1,40,40
0,1,60,40
0,1,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,2,60,40
0,3,60,40
0,3,60,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,3,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,20,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,20,40
0,2,20,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,3,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,3,20,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,20,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,20,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,3,20,40
0,3,20,40
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,20,40
0,2,20,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,3,20,40
0,3,20,40
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,20,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,3,20,40
0,3,20,40
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,20,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,3,40,40
0,3,40,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,20,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,20
0,3,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,20,40
0,2,20,40
0,2,40,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,3,20,40
0,3,40,40
0,3,20,40
0,3,20,40
0,3,20,40
0,3,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,20
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,20,40
0,2,20,40
0,2,40,40
0,2,20,40
0,2,40,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,3,40,40
0,3,40,40
0,3,20,40
0,3,20,40
0,3,20,40
0,3,20,20
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,20,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,3,20,40
0,3,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,20,40
0,3,20,40
0,3,20,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,20,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,40,40
0,1,40,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,40,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,3,40,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,0,20,40
0,1,20,40
0,1,20,40
0,1,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,2,20,40
0,3,40,40
0,3,40,40
